keyword,collocate,raw_frequency,MI
sunshine,great,1,0.24164233365747076
sunshine,them,2,0.22884502754373132
sunshine,they,3,0.2238408810295026
sunshine,your,2,0.2226293581805349
sunshine,are,2,0.21745367835676024
sunshine,himself,1,0.21675549209480968
sunshine,thought,1,0.21457301168925277
sunshine,am,1,0.18057860819088406
sunshine,can,1,0.16391881205031775
sunshine,such,1,0.16340084133285807
sunshine,this,3,0.13681082798537544
sunshine,think,1,0.11762909177023388
sunshine,own,1,0.09722743755164565
sunshine,must,1,0.08236721113561325
sunshine,been,2,0.01909627290076923
sunshine,be,4,0.003982946376754182
sunshine,should,1,-0.048913281672964944
sunshine,one,2,-0.06298256529863341
sunshine,said,3,-0.11741073268622895
sunshine,did,1,-0.1485667890250013
sunshine,were,2,-0.16313812001882042
sunshine,not,4,-0.18461473901636405
sunshine,up,1,-0.526721054199844
sunshine,you,4,-0.5722010622608161
sunshine,me,1,-1.2541602262429796
